itemname
1/2 .450-.560   PORT CORD CONN
2 BUSHING
8-1C THHN 600V CU-19STR PVC 90D NYL-GRN 1CL WIRE
8X8X4IN SCR CVR
12-2C NM-B 600V CU-1SOL WG-12 PVC 90D NYL-YEL 250CN CBL
3/8-16 ANCHOR
NO. 11 S-HOOK
3/4 PVC FEMALE ADAPTER
500-1C XHHW 600V AL-35STR XLP 90D NO-JKT BLK 500RL WIRE
1 GRY UA L/T FLEX COND CTN
12X24X6 FL NM1 TELE CABINET
4SQ 2-1/8D BOX 1-IN KO
1G IV SGL RCPT PLATE
IV 1G POWER OUTL PLT
14-1C XHHW 600V CU-7STR XLP 90D NO-JKT BLK 500S/R WIRE
3/8X1-1/4 ZP FENDER WSHR
"""3/4"""" DC-ZINC NON-INS STRT SCR-ON FMC CONN"""
4IN EMT CONNECTOR
IV    DECORA/GFCI PLT-2G DPLX
SP IV 20A SWITCH
"""2-1/2"""" MI EZ-PLTD INS-105C 90D CLAMP FMC/AC CONN"""
24VDC WH OCCUPANCY SEN
4 OCT 1-1/2D EXT 1/2 KO
2-1/4 BOX SUPPORT
LOAD CENTER QO MB
1/4 ANGLE BRACKET
3/8X2-1/4 STUD BOLT ANCH
4 D/C SET SCREW CPLG
1.5W LMP HEAD
COUPLING-URETHANE-COAT-1-1/4
1/2 1H EMT STRAP
2-1/2 CLAMP TYPE ENTR CAP
COATD E37MOG MH LAMP
600-1C THHN 600V AL-58STR PVC 90D NYL-BLK 500RL WIRE
250 RK1 TD FUS
3P 80A 240V CB
WALL-MNT NEMA-1 (4P OR 3P&NEUT) CIRCUIT BREAKER: 800A
3/8 THRD ROD
4-1C THHN 600V CU-19STR PVC 90D NYL-BLK 2500RL WIRE
2/0-1C XHHW 600V AL-18STR XLP 90D NO-JKT BLK 1000RL WIRE
2G PLSTC IV  RCPT PLT
"""POURING CONCRETE IN 48"""" HIGH POLE FOUNDATION: 24"""" DIA"""
4H 90D CORNER ANGLE
2-1/2 105D PLASTIC BUSH
RED 76B WIRE NUT-100BX
SP 20A 277V IV AC SW
3-1/2D SW BOX W/EARS&KO
3IN SS CONN INS
1G 3D SW BOX
2IN R/T COUPLING
3-1/2 MALL BUSHED NIP
2-1/2IN ANYBODY COVER KIT
2X24RAD 90D ELL
RED MARKING TAPE
2G RT BOX W/3 3/4HUBS
COUPLING-URETHANE-COAT-1-1/2
1/2 ALUM BUSH NIPPLE
3/8-16 X 1-1/2 SS HEX BOLT
3/4 D/C SQZ FLEX CONN
1IN STD 90D ELL
VINYL TAPE
RT ANGLE MALL CONDUIT CLAMP
1/2 BUSHED NIPPLE
12-10 RING LUG
3/4 MALL SQZ FLEXCONN
10X3/4 PAN PHIL TAP SCR 100/BX
1-1/2 D/C SET SCREW CONN
3/8X4 WEDGEBOLT ANCH
250FT 12/3SEOOW CRD
3-IN 105D PLSTC INS BUSH
1G WHT DPLX RCPT PLATE
WHT MIDWAY SIZED WLPLT
1/2 EMT CLAMP W/ BOLT&NUT
1IN MALL LB COND BODY
5G IV WALLPLATE
3-1/2 X 3 RED BUSH
5/8-11 HEX NUTS
1/0STR COP TAP CONN
12/3 SOOW BLK 1000
1-1/4-2 2ST BRZ GR CLP
4/0-1C THHN 600V CU-19STR PVC 90D NYL-WHT 1CL WIRE
"""1-1/4"""" MI EZ-PLTD NON-INS STRT 1SCR-SQUEEZE FMC CONN"""
1-1/2 PVC BOX ADAPTER
1 1/2 PVC FEMALE ADAPTERS
SS DROP-IN ANCHOR
4-IN AL LB EMT BODY
1/2      DRYWALL SW BOX CLIP
IV 1G SW PLATE
4-11/16SQ 1-1/2D BOX
4IN S/S EMT CPLG
2 X 3 PVC INTERM SPACER
1-IN SS STRUT CLMP
SP 15A 277V IV AC SW
1/2 MALL SQZ FLEXCONN
14-1C THHN 600V CU-19STR PVC 90D NYL-GRN 500S/R WIRE
CABLE SUPPORT
8 X 1/2 PAN HD TAPPING SCR
"""3/4"""" DC-ZINC NON-INS STRT SQUEEZE FMC CONN"""
NYL 4G SWITCH PLT
BOX SUPPORT F/6-IN STUDS
1/2 EMT TO STRUT CLIP
QUART PVC CEMENT
2IN INSUL BUSHING
10-1C THW-2 600V CU-1SOL PVC 90D NO-JKT BLK 2500S/R WIRE
400-1C XHHW 600V AL-35STR XLP 90D NO-JKT BLK 500RL WIRE
1/2 INS S/SCR FLEX CONN
1/4-20X3/8 SCREW
"""3/4"""" SS 316 CONDUIT LOCKNUT"""
3IN MI THRD INSD BSHG
5/16-18 X 5/16 STEEL HEX NUT
STUD NUT
4IN MET MULTIFIX PLATE
1X6 GALV COND NPL
GRN SLOTTED U SUPPORT
"""1"""" DC-ZINC NON-INS STRT SCR-ON FMC CONN"""
1-IN MALL CLAMP BACK
"""1/2"""" DC-ZINC NON-INS STRT SCR-ON FMC CONN"""
2/0AWG ALCU 2H LUG
AL SPLICE CONNECTOR
1-1C THHN 600V AL-18STR PVC 90D NYL-BLK 5000RL WIRE
3/8 WSHR
2-1/2 SCH40 FEM ADPT
1-IN  L/T FLEX STR CONNECTOR
7IN NAT NYL CBL TIE
PANELBOARD 3P CB CU CONDUCTOR&NEUTRAL TERMINATION: 30A
4 INS STL SET SCREW CONN
SENSOR HI-DENS LENS
2IN STR LIQ-TITE CONN
3/8-16 HEX NUT
ALT19 4IN GRY 25FT
2X1-1/2 BASE SPACER
3 PVC EXPAN COUPLING
FIRE ALARM DEVICE MISCELLANEOUS: ADDRESSABLE CONTROL RELAY
3/0AWG   SPLIT BOLT CONN
76204 HID LAMP
"""""""1/2"""""""" F/B22&B24 PLTD SPRING NUT"""""""
2/0AWG GRND CONN
GRD RCPT NEMA7-30R
4/0-1C THHN 600V AL-18STR PVC 90D NYL-BLK 500RL WIRE
CU FLANGE BONDING PLATE
1 ANTISHORT BUSHING
POWER OUTL-NEMA6-30R
2-IN STL COMP EMT CONN
SOLID 6IN SNAPCONNECT
3/8 INS CONN
"""3-1/2"""" X 10FT GRC STL HDG PVC-CTD 40MIL GRAY TXT CONDUIT"""
"""ROUND OR SQUARE 42"""" HID BOLLARD LIGHT: 70-100W"""
"600V STRANDED CU CONTROL CABLE: #16, 5/C"
LIGHTING ADP PLATE
24X24X6IN SCR CVR
"#250 ALUM COMPRESS LUG"
250-1C THHN 600V CU-37STR PVC 90D NYL-BLK 2000RL WIRE
TOGGLE SW - STAMPED 1G FS CVR
1-1/4 COMP EMT CPLG
3/8 ROD BEAM CLAMP
1 D/C 2-SCR CONN
9.5 RG8/U FOIL BRD
FIRE ALARM SIGNALLING DEVICE: STROBE LIGHT
2IN CTD 1H PIPE STRAP
3IN SCH40 CPLG
4X6 CABLE TRAY
5/8X8FT GALV GRD ROD
2/0 BARE SD STR CU 500R WIRE
4-BOX MOUNTING BRKT
1/4X3/4 FH M/S 100/BX
12/2 MULTI-COND CBL
3-IN INS COMP EMT CONN
8 X 1/2 COMB PAN HD TAP SCREW
4-11/16SQ FLT BLNK CVR
1-1/2 COMP EMT CPLG
4-IN MALL LOCKNUT
3/4 EMT CLAMP W/ BOLT&NUT
1/4X1-1/4 HH Z-PLTD MACH BLT
2-1/2 STL COMP EMT CONN
1/2 INSUL FLEX CBL CONN
LIGHT TRACK 4FT JOINER
90D EMT ELBOW
COUPLING-CONDUIT-ALUM-1IN
1G SS  PWR RCPT PLT
1/4X2-1/4 WEDGE ANCHOR
10X10X4 NMA1 SCR CVR BOX
1IN 90D EMT ELBOW
13/16 10 FT GALV SLOT CHNL
NMA1 SC BOX-NO KO
3/8 SQ NUT
INSTALL&CONNECT FLOOR-MNT 600V 3PH TRANSFORMER: 75KVA
ANG PLUG NEMA5-30P
40LB  SAFETY SPRING
600-1C XHHW-2 600V CU-61STR XLP 90D NO-JKT BLK 1000RL WIRE
2/0AWG ALCU 1H LUG
Lighting Control Systems: Emergency Lighting Interface Module
1-1/4 2H STEEL STRAP
800A 600V SFTY SW
10X1 FLT PHIL TAP SCREW 100JAR
DUPLEX DEVICE BRKT
2 ALUMINUM COUPLING
60A-600V-3P SW
ROOM CTRLR
1-1/2 AL LB COND BODY
3/4 SQZ TYPE MALL FLEX/BX CONN
60-IN WIREWAY BARRIER
6X6X6FT         NM1 WIREWAY
1G BTTM HSG ASY
15A 125V IG SGL RCPT
2-1/2 PVC COND CAP
4IN STL CONN
2-1C THHN 600V AL-7STR PVC 90D NYL-BLK 5000RL WIRE
1-1/2 D/C SET SCREW CPLG
HEX LAG BLT 3/8X1-1/4
6500 FT POLY PULL LINE
1IN BEAM CLAMP
"""1/2"""" DC-ZINC NON-INS STRT 1SCR-SQUEEZE FMC/AC CONN"""
18X18X96 SC GSK TR
"""1-1/2"""" X 10FT GRC STL HDG TXT CONDUIT"""
4-500MCM ALCU LUG
"PANELBOARD ENCLOSURE INT&CVR SURFACE MOUNTING: 100A, 20CIRC"
10-3/4 TEK TAP SCREW
1/4 X 1 HH SS MACH BOLT CAP SCREW
1/2 TO 1 PLT GND CLAMP
1-1/2 90D SQZ FLEX CONN
4-IN RAISED SQ TGL SW CVR
2-1/2 TYPE EF LT L/T FLEX COND
1-IN    LOCKING TYPE COND CLIP
"""4"""" X 10FT ARC ALUM UNCOATED TXT CONDUIT"""
3XCL GALV COND NPL
3/4 .375-.500   PORT CORD CONN
12-4C NM-B 600V CU-1SOL WG-12 PVC 90D NYL-YEL 250CL CBL
1/4-20 X 3 RH MACH SCREW
12-1C THW-2 600V CU-7STR PVC 90D NO-JKT RED 500SP WIRE
WP2 WHT PB1/25/100
3/4 R/T CONNECTOR
10-1C THHN 600V CU-19STR PVC 90D NYL-ORG 500S/R WIRE
5/16-1/2 SNAP CLIP
2 D/C SET SCREW CONN
2X1/2 RED BUSH
3-IN COND BODY COVER
3IN RT CONNECTOR
1/4 DROP-IN ANCHOR
2-1/2 MALL INS GRND BUSH
1 X CLOSE X 1-1/2 GALV NIP
6X48 90D LR EL
1-1/4&1-1/2 NEO GASKET
1IN PVC END BELL
3/4 CLMP CONN F/SE CBL
14 GA 1 5/8 X 1 5/8 GALV CHNL
3/4X8FT CU GROUND ROD
3 MALL SQZ CONN
STREET LIGHT STEEL OR ALUMINUM POLE: 20FT
1/2 FLAT CUT WASHER SS
1-1/2 PLSTC 105D INS BUSH
3-1/2 PVC CTD ELBOW
2-1/2 STL CPL
4/3 AL MC CABLE W/ GRN GND
1-1C THHN 600V CU-19STR PVC 90D NYL-BLK 1000RL WIRE
1-1/4 INS STEEL GND BUSHING
11IN NAT NYL CBL TIE
3/4 PVC ADAPTER
600-1C THHN 600V CU-61STR PVC 90D NYL-BLK 500RL WIRE
1-IN 1H STL EMT STRAP
1/2   D/C SQZ FLEX CONN
BEAM CLAMP
1IN TYPE-T COND BODY
2-1/2 90D GRC ELBOW
4SQ WELDED BX W/BRKT
3/8 RED WALL FLEX STEEL COND
IG RED NYL WALLPLATE
1G PLATE FOR GFCI RCPT-VERT
360D PDT CLG MT EXTD RGE SEN
FIRE ALARM INITIATING DEVICE: DUCT SMOKE DETECT TEST STATION
SP OPEN CKT FIREALARM STATION
250-1C XHHW-2 600V CU-37STR XLP 90D NO-JKT BLK 1000RL WIRE
36X24X12 PULL BOX
SCR CVR PULL BX
8-1C THW-2 600V CU-7STR PVC 90D NO-JKT BLK 500CN WIRE
3/4 BRNZ GRND ROD CLAMP
6 SCH 40 PVC 36 RAD 90D EL
4-IN STL S/SCR EMT CPLG
1/0-1C THHN 600V CU-19STR PVC 90D NYL-GRN 1RL WIRE
1-1/2 COMP EMTCONN
GATEWAY KT
8X1 PAN HEAD COMBO SMS
B17MED MH LAMP
1-1/2 MALL 3PC COND CPLG
2-IN D/C INS BUSH
14/2-12/2 STRAP
3/4 S/SCR EMT CPLG
3-1/2 PLN STD CLEVIS HGR
3/4 COND MTL STUD
4IN 45D ELBOW
1-1/4 GALV RIGID COUPLING
14-2/0 ALCU LUG
"""1/2"""" MI EZ-PLTD INS-105C STRT SQUEEZE FMC CONN"""
1-IN INS GRND BUSH
5/8X8FT CU GROUND ROD
3/4 INS COMP EMT CONN
1/4 CRBN STL D-I ANCHOR
3/4 EMT CONN
2-IN   RIGID STRUT CLIP
1-1/2 MALL T COND BODY
12-1C THHN/THWN/AWM 600V CU-1SOL PVC NYL-GRN 500SP WIRE
14-2C MC 600V CU-SOL THHN 14-1GG BK/WT 1000RL AIA CBL
CLG BOX & BRACE
UNIVERSAL CAST COVER
3/8-16X1-1/4 CS BOLT
4/0-1C XHHW-2 600V AL-18STR XLP 90D NO-JKT BLK 1000RL WIRE
1G MALL FD BOX
SP 20A 120/277V BRN SW
3/4 KO HB W/GROUND
277V 20A ROOM CTRLR
4IN SQ 5/8D 2G DEV CVR
3/4 AL S/S LB EMT BODY
BLANK END
1IN RGHT ANGLE CLAMP
"FIELD CUT KNOCKOUT IN J-BOX&PULL BOX: 3-1/2"""""
3/16 X 3 TOGGLE BOLT
MC ALUM 12AWG 3C CBL
2-1/2 SCH 40 PVC 45D COND EL
10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE
LIQ-TITE
3/0-1C THHN 600V CU-19STR PVC 90D NYL-GRN 1RL WIRE
8-10X7/8 PLSTC WALL ANCH
4-1C THHN 600V CU-19STR PVC 90D NYL-GRN 500RL WIRE
5X3 BASE SPACER CSA
3000FT COND MEAS TAPE
11.8IN UV BLK CBL TIE
20A 125V HOSP RECP
4 BARE SD STR CU 198R WIRE
1-IN STL S/SCR EMT CONN
3X2-1/2D SW BOX
3/4 COND STRUT CLMP
IV  20A 125V N5-20R DPLX RCPT
4-IN 90D GALV ELL
1-IN COMP EMT CPLG
14-3C NM-B 600V CU-1SOL WG-14 PVC 90D NYL-WHT 250CN CBL
4 X 4 X 2 PVC JCT BOX & CVR
20A RCP&USB CHARGER
1/2 ALUM T EMT BODY
10 X 1-1/4 FH PHIL WOOD SCR
4-IN  CONDUIT CLAMP W/BOLTS
4SQ 5/8D CVR W/EARS
1/4-20 X 1/2 CAP SCREW
2IN D/C OFFSET NIPPLE
3-PHASE 3-POLE COPPER BUS DUCT PANELBOARD FITTING: 800A
1/2 & 3/4 COND CLIP
WP ALUM BOX W/LUG
3 X 2-1/2 RED BUSH
350-1C THHN 600V CU-37STR PVC 90D NYL-BLK 1RL WIRE
3-1/2 STL INS CMP EMTCONN
2IN KO HB W/GROUND
STL RACEWAY
1/4-20 HEX HD NUT
WT 3G ADJ FLOOR BOX
6-8 PLSTC SCREW ANCHOR
3/0-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500RL WIRE
3/4 X 66 FT WHT CODING TAPE
4 CAPPED BUSHING
STRUT PIPE STRAP
PIPE CLAMP
WHT 1G SW PLATE
SWITCH FUSIBLE GD 240V 60
FIXTURE HANGER ASSY
"""1/2"""" AL EZ-PLTD NON-INS STRT L/T FMC CONN"""
2G WALLPLATE
EF-11 1/2 GRY 100FT
YEL WING NUT KEG5M/BG500
8 X 3/4 PAN HD TAPPING SCR
ISO GRD DPLXRCPT-N5-20R
2IN CENTER HANGER
1/4-20 FIN HEX NUTS SS
2IN AL T EMT BODY
BACKFILL AND COMPACTION OF TRENCH: 12X24 DEEP
E-Z-PLTD GUN BRCKT
NEMA1 WIREWAY END
WALL-MNT HID WALL PACK LIGHT FIXTURE: 250W
HEX WASHER SCREW
3/8-16 SPRING NUT
1-1/2 SCH 40 PVC EXP END 90D
1/4 X 1-1/4 FENDER WSHR
4X1-1/2 INTRM SPACER
12X12X4 90D AL EL
1/0-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500RL WIRE
2-1/2 3-1/2 METAL STUD BOX SUPT
8-1C THHN/THWN2/MTW/AWM 600V CU-19STR PVC NYL-BLK 500SP WR
3IN SCH 40 M ADPT
24X24X10 R/T BX GY
"""SONOTUBE POLE FOUNDATION FORMS - 48"""" HIGH: 24"""" DIA"""
1IN STL INS S/S EMT CONN
20A 125V RECEPTACLE
1/4 PLTD SPRING NUT
